"","colour_subject","rt","stimulus","keypress","word","color","block","blocknum","wordtype","trialtype","trialindex","timeelapsed","internalnodeid","keypressed","participantresponse","correctresponse"
"13901","Subject322","352","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","111","358920","1010450","edm","paicipantresponseblue","correct"
"13902","Subject323","476","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","111","355868","1010450","edm","paicipantresponseblue","correct"
"13903","Subject324","403","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","372905","1010450","edm","paicipantresponseblue","correct"
"13904","Subject325","582","success","77","success","colorblue","test","num2","typepositive","singlestim","111","351870","1010450","edm","paicipantresponseblue","correct"
"13905","Subject326","676","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","387895","1010450","edc","paicipantresponsered","correct"
"13906","Subject327","591","happy","67","happy","colorred","test","num2","typepositive","singlestim","111","368359","1010450","edc","paicipantresponsered","correct"
"13907","Subject328","372","museum","67","museum","colorred","test","num2","typeneutral","singlestim","111","422471","1010450","edc","paicipantresponsered","correct"
"13908","Subject329","77","pleasure","colorblue","test","num2","typepositive","singlestim","111","361355","1010450","edm","paicipantresponseblue","correct","1222","engine"
"13909","Subject330","506","happy","77","happy","colorblue","test","num2","typepositive","singlestim","111","433777","1010450","edm","paicipantresponseblue","correct"
"13910","Subject331","543","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","111","342379","1010450","edc","paicipantresponsered","correct"
"13911","Subject332","482","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","111","420363","1010450","edc","paicipantresponsered","correct"
"13912","Subject333","466","dead","77","dead","colorblue","test","num2","typesuicide","singlestim","111","344648","1010450","edm","paicipantresponseblue","correct"
"13913","Subject1","982","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","113","402171","1010470","edc","paicipantresponsered","correct"
"13914","Subject2","515","engine","67","engine","colorred","test","num2","typeneutral","singlestim","113","343667","1010470","edc","paicipantresponsered","correct"
"13915","Subject3","424","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","113","670117","1010470","edm","paicipantresponseblue","correct"
"13916","Subject4","success","67","success","colorred","test","num2","typepositive","singlestim","113","370029","1010470","edc","paicipantresponsered","correct","1002"
"13917","Subject5","417","paper","77","paper","colorblue","test","num2","typeneutral","singlestim","113","346260","1010470","edm","paicipantresponseblue","correct"
"13918","Subject6","dead","67","dead","colorred","test","num2","typesuicide","singlestim","113","420693","1010470","edc","paicipantresponsered","correct","1004"
"13919","Subject7","520","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","113","349357","1010470","edm","paicipantresponseblue","correct"
"13920","Subject8","361","suicide","67","suicide","colorred","test","num2","typesuicide","singlestim","113","323454","1010470","edc","paicipantresponsered","correct"
"13921","Subject9","393","happy","77","happy","colorblue","test","num2","typepositive","singlestim","113","343141","1010470","edm","paicipantresponseblue","correct"
"13922","Subject10","engine","67","engine","colorred","test","num2","typeneutral","singlestim","113","368426","1010470","edc","paicipantresponsered","correct","1003"
"13923","Subject11","475","success","77","success","colorblue","test","num2","typepositive","singlestim","113","417417","1010470","edm","paicipantresponseblue","correct"
"13924","Subject13","447","alone","77","alone","colorblue","test","num2","typenegative","singlestim","113","367315","1010470","edm","paicipantresponseblue","correct"
"13925","Subject14","454","rejected","77","rejected","colorblue","test","num2","typenegative","singlestim","113","364170","1010470","edm","paicipantresponseblue","correct"
"13926","Subject15","302","success","67","success","colorred","test","num2","typepositive","singlestim","113","358937","1010470","edc","paicipantresponsered","correct"
"13927","Subject16","649","engine","67","engine","colorred","test","num2","typeneutral","singlestim","113","331538","1010470","edc","paicipantresponsered","correct"
"13928","Subject17","749","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","113","425079","1010470","edm","paicipantresponseblue","correct"
"13929","Subject18","390","success","67","success","colorred","test","num2","typepositive","singlestim","113","352479","1010470","edc","paicipantresponsered","correct"
"13930","Subject19","592","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","113","371760","1010470","edc","paicipantresponsered","correct"
"13931","Subject20","733","engine","77","engine","colorblue","test","num2","typeneutral","singlestim","113","347384","1010470","edm","paicipantresponseblue","correct"
"13932","Subject21","570","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","113","344229","1010470","edc","paicipantresponsered","correct"
"13933","Subject22","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","113","361010","1010470","edm","paicipantresponseblue","correct","1001"
"13934","Subject23","363","alone","77","alone","colorblue","test","num2","typenegative","singlestim","113","297776","1010470","edm","paicipantresponseblue","correct"
"13935","Subject24","374","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","113","356327","1010470","edc","paicipantresponsered","correct"
"13936","Subject25","423","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","113","359972","1010470","edm","paicipantresponseblue","correct"
"13937","Subject26","happy","67","happy","colorred","test","num2","typepositive","singlestim","113","1467989","1010470","edc","paicipantresponsered","correct","1001"
"13938","Subject27","455","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","113","439089","1010470","edm","paicipantresponseblue","correct"
"13939","Subject28","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","113","339607","1010470","edc","paicipantresponsered","correct","1003"
"13940","Subject29","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","113","373864","1010470","edc","paicipantresponsered","correct","1003"
"13941","Subject30","pleasure","67","pleasure","colorred","test","num2","typepositive","singlestim","113","397482","1010470","edc","paicipantresponsered","correct","999"
"13942","Subject31","454","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","113","374459","1010470","edc","paicipantresponsered","correct"
"13943","Subject32","funeral","77","funeral","colorblue","test","num2","typesuicide","singlestim","113","363806","1010470","edm","paicipantresponseblue","correct","990"
"13944","Subject33","958","stupid","67","stupid","colorred","test","num2","typenegative","singlestim","113","349327","1010470","edc","paicipantresponsered","correct"
"13945","Subject34","734","stupid","77","stupid","colorblue","test","num2","typenegative","singlestim","113","346678","1010470","edm","paicipantresponseblue","correct"
"13946","Subject35","526","alone","77","alone","colorblue","test","num2","typenegative","singlestim","113","346845","1010470","edm","paicipantresponseblue","correct"
"13947","Subject36","450","engine","67","engine","colorred","test","num2","typeneutral","singlestim","113","354634","1010470","edc","paicipantresponsered","correct"
"13948","Subject37","dead","colorblue","test","num2","typesuicide","singlestim","113","372986","1010470","edm","paicipantresponseblue","correct","1003","timeout","textTimed"
"13949","Subject38","happy","77","happy","colorblue","test","num2","typepositive","singlestim","113","363863","1010470","edm","paicipantresponseblue","correct","1004"
"13950","Subject39","419","paper","67","paper","colorred","test","num2","typeneutral","singlestim","113","345304","1010470","edc","paicipantresponsered","correct"
"13951","Subject40","510","rejected","67","rejected","colorred","test","num2","typenegative","singlestim","113","340586","1010470","edc","paicipantresponsered","correct"
"13952","Subject41","dead","67","dead","colorred","test","num2","typesuicide","singlestim","113","363892","1010470","edc","paicipantresponsered","correct","1003"
"13953","Subject42","442","funeral","67","funeral","colorred","test","num2","typesuicide","singlestim","113","343520","1010470","edc","paicipantresponsered","correct"
"13954","Subject43","565","paper","67","paper","colorred","test","num2","typeneutral","singlestim","113","364887","1010470","edc","paicipantresponsered","correct"
"13955","Subject44","1283","alone","77","alone","colorblue","test","num2","typenegative","singlestim","113","345271","1010470","edm","paicipantresponseblue","correct"
