esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2
551,187,3,3,2013,Betts,Clinical,Austraila,Adult,Prospective,21 years,,2465,NA,NA,NA,SuicGrp,SuicGrp,yes,,SI,SI,no measure,Self-report,Categorical,Sleep quality,Sleep quality,Sleep quality,PSQI,Self-report,Unclear,,200,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,188,2,1,2012,Bi,Clinical,China,Adult,Cross-sectional,,,1970,NA,NA,NA,CaseCtrl,CaseCtrl,Sleep problems in individuals with and without SA,,SA,SA,no measure,Interview,Categorical,Insomnia/early morning awakening,Insomnia,Insomnia,no measure,Interview,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,NA,NA,NA,1.09,NA,0.78,1.51,NA,NA,1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,188,2,2,2012,Bi,Clinical,China,Adult,Cross-sectional,,,1970,NA,NA,NA,CaseCtrl,CaseCtrl,Sleep problems in individuals with and without SA,,SA,SA,no measure,Interview,Categorical,Hypersomnia,Insomnia,Insomnia,no measure,Interview,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,0.86,NA,0.66,1.13,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,190,6,1,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,NA,NA,NA,CaseCtrl,CaseCtrl,Sleep correlates among men and women with MDD and SA,MEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Initial Insomnia,Difficulty initiating sleep ,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,1.55,NA,1,2.4,NA,NA,4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,190,6,2,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,NA,NA,NA,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,MEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Early morning awakening,Early morning awakening,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,0.97,NA,0.61,1.54,NA,NA,4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,190,6,3,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,NA,NA,NA,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,MEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Hypersomnia,Insomnia,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,2.03,NA,1.3,3.16,NA,NA,4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,190,6,4,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,NA,NA,NA,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,WOMEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Initial Insomnia,Difficulty initiating sleep ,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NA,NA,NA,NA,NA,1.3,NA,0.94,1.8,NA,NA,4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,190,6,5,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,NA,NA,NA,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,WOMEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Early morning awakening,Early morning awakening,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NA,NA,NA,NA,NA,0.84,NA,0.62,1.14,NA,NA,4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,190,6,6,2008,Bolton,Clinical,USA,Adult,Cross-sectional,,,5128,NA,NA,NA,SuicGrp,SuicGrp,Sleep correlates among men and women with MDD and SA,WOMEN; compared to individuals with MDD but no SA,SA,SA,no measure,Self-report,Categorical,Hypersomnia,Hypersomnia,Insomnia,Alcohol Use Disorders and Associated Disabilities Inter- view Schedule–DSM-IV ,Interview,Categorical,yes,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NA,NA,NA,NA,NA,1.48,NA,1.12,1.97,NA,NA,4263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,192,1,1,2013,Bryan,Military,USA,Adult,Cross-sectional,,,158,NA,27.86,7,SuicGrp,SuicGrp,Association between SI and insomnia (in TBI pts),,Suicidality,Suicidality,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,,22,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,193,1,1,2011,Calandre,Clinical,,Adult,Cross-sectional,,,180,NA,51,97.7,CaseCtrl,CaseCtrl,Sleep quality across SA vs no SA,,SA,SA,no measure,Self-report,Categorical,Sleep quality,Sleep quality,Sleep quality,unknown,Self-report,unknown,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,9.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,7.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,199,1,1,2011,Chin,Community,Korea,Adult,Cross-sectional,,,6969,NA,44.14,57.6,SuicGrp,SuicGrp,Risk of SI by sleep duration,Comparing to <5 h of sleep,SI,SI,no measure,Self-report,Categorical,Sleep duration (5-8h) compared to < 5h,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,1,079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.57,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,201,2,1,1993,Choquet,Community,France,Adolescent,Cross-sectional,,2 studies,387,NA,NA,NA,CaseCtrl,CaseCtrl,% of sleep problems in SI and Non-SI,,SI,Past week SI,no measure,Self-report,Categorical,Sleep difficulties (often),Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,347,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,201,2,2,1993,Choquet,Community,Canada,Adolescent,Cross-sectional,,2 studies,201,NA,NA,NA,CaseCtrl,CaseCtrl,% of sleep problems in SI and Non-SI,,SI,Past week SI,no measure,Self-report,Categorical,Sleep difficulties (often),Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,200,1,1,2015,Choi,Clinical; OSA,Korea,Adult,Cross-sectional,,,117,NA,49.36,12.8,SuicGrp,SuicGrp,Association between SI and insomnia in OSA pts,,SI,SI,BDI-II,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,,24,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,202,6,1,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,NA,NA,NA,SINovsSIRarevsSIoften,CaseCtrlOthergrp,Types of sleep problems across never, rarely, and often SI; boys,boys; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Frequent Nightmares,Nightmares,Nightmares,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,202,6,2,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,NA,NA,NA,SINovsSIRarevsSIoften,CaseCtrlOthergrp,Types of sleep problems across never, rarely, and often SI; boys,boys; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Waking up often during night,Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,202,6,3,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,NA,NA,NA,SINovsSIRarevsSIoften,CaseCtrlOthergrp,Types of sleep problems across never, rarely, and often SI; boys,boys; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Sleep less than 67 hours,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,202,6,4,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,NA,NA,NA,SINovsSIRarevsSIoften,CaseCtrlOthergrp,Types of sleep problems across never, rarely, and often SI; girls,girls; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Frequent Nightmares,Nightmares,Nightmares,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,202,6,5,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,NA,NA,NA,SINovsSIRarevsSIoften,CaseCtrlOthergrp,Types of sleep problems across never, rarely, and often SI; girls,girls; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Waking up often during night,Sleep disturbance,Sleep disturbance,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,202,6,6,1990,Choquet,Community,France,Adolescent,Cross-sectional,,,1519,NA,NA,NA,SINovsSIRarevsSIoften,CaseCtrlOthergrp,Types of sleep problems across never, rarely, and often SI; girls,girls; SI Never=Ctrl; SI Rarely=Case; SI Often=Other grp,SI,SI,no measure,Self-report,Categorical,Sleep less than 67 hours,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,204,1,1,2016,Chu,Community,South Korea,Adult,Cross-sectional,,,552,NA,21.53,74.5,SuicGrp,SuicGrp,Insomnia predicting SI,,SI,SI,Depression Severity Index - Suicide Subscale (DSISS) ,,,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,yes,,NA,NA,NA,0.28,NA,0.09,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,210,1,1,2010,Dedic,Military?,Serbia,Adult,Cross-sectional,,,60,NA,NA,NA,CaseCtrl,CaseCtrl,Insomnia in SA and Ctrls,,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,Hamilton Depression Rating Scale,Self-report,Continuous,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2.8,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1.3,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,212,5,1,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,NA,NA,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: < 4,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.81,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,212,5,2,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,NA,NA,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 4-5,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,0.52,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,212,5,3,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,NA,NA,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 5-6,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.26,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,212,5,4,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,NA,NA,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 6-7,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.09,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,212,5,5,2013,Do,Community,Korea,Adolescent,Cross-sectional,,,136589,NA,NA,47.7,SuicGrp,SuicGrp,Avg daily sleep hours predicting SI (binary logistic),comparison is ot 8 hours,SI,SI,no measure,Self-report,Categorical,Sleep duration: 7-8,Sleep duration,Sleep duration,no measure,Self-report,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,-0.1,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,214,1,1,2014,Encrenaz,Prisoners,France,Adult,Cross-sectional,,,369,NA,36,0,SuicSleepvsSuicNoSleep,SuicGrpCaseOthergrp,Looking at factors associated with SA (yes/no sleep disorder),,SA,Lifetime SA,no measure,Interview,Categorical,Sleep disorder,Sleep disturbance,Sleep disturbance,no measure,Interview,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,NA,NA,13.8,NA,NA,2,NA,0.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,218,1,1,1990,Fawcett,Clinical,,Adult,Prospective,10 years,,954,NA,38.1,57.9,SuicGrp,SuicGrp,Insomnia in patients who did vs. did not die by suicide,,SD,Suicide Death,no measure,Medical Record,Categorical,Global insomnia,Insomnia,Insomnia,unknown,Interview,unknown,,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,219,1,1,2015,Finley,Military,USA,Adult,Cross-sectional,,,211652,NA,NA,13.6,NoSAvSIvSAvSISA,CaseCtrlOthergrpOthergrp2,Examining Insomnia in No SI/SA, SI only, SA only, SI/SA,Case: SI only + insomnia; Ctrl: no SI/SA + insomnia; Othergrp: SA only + insomnia; Othergrp2: SI and SA + Insomnia,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,no measure,medical Record,Categorical,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,205899,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,753,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,220,36,1,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,NA,NA,NA,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,NA,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2.5,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,220,36,2,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,NA,NA,NA,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,220,36,3,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2007,12154,NA,NA,NA,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SI,SI,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,1775,NA,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.29,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
