esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2 
612,220,36,31,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: <  4 hours,Sleep duration,Sleep duration,no measure,self-report,Categorical,,931,,,24.1,,,,,,,,,4.3,2.9,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,220,36,32,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 5 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,931,,,12.6,,,,,,,,,2.7,1.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,220,36,33,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 6h,Sleep duration,Sleep duration,no measure,self-report,Categorical,,931,,,5.9,,,,,,,,,1.3,0.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,220,36,34,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 7 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,931,,,3.9,,,,,,,,,1.1,0.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,220,36,35,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,sleep duration: 9 hr,Sleep duration,Sleep duration,no measure,self-report,Categorical,,931,,,4.4,,,,,,,,,1.5,0.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,220,36,36,2011,Fitzgerald,Community,USA,Adolescent,Cross-sectional,,2009,14782,,,,SuicGrp,SuicGrp,aORs for suicidaity and total sleep time; compared to 8 hours,,SA,SA,YSR,Self-report,Categorical,Sleep duration: > 10 hrs,Sleep duration,Sleep duration,no measure,self-report,Categorical,,931,,,12.7,,,,,,,,,3,1.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,225,4,1,2015,Golding,Community,USA?,Adult,Cross-sectional,,,167,,,74.3,SuicGrp,SuicGrp,Corr between SP/SI and sleep sx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Insomnia symptoms,Insomnia,Insomnia,ISI,self-report,Continuous,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,225,4,2,2015,Golding,Community,USA?,Adult,Cross-sectional,,,167,,,74.3,SuicGrp,SuicGrp,Corr between SP/SI and sleep sx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Insomnia duration,Insomnia,Insomnia,ISI,self-report,Continuous,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,225,4,3,2015,Golding,Community,USA?,Adult,Cross-sectional,,,167,,,74.3,SuicGrp,SuicGrp,Corr between SP/SI and sleep sx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,self-report,Continuous,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,225,4,4,2015,Golding,Community,USA?,Adult,Cross-sectional,,,167,,,74.3,SuicGrp,SuicGrp,Corr between SP/SI and sleep sx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Nightmare duration,Nightmares,Nightmares,DDNSI,self-report,Continuous,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,238,2,1,2013,Jang,Community,Korea,Adolescent,Cross-sectional,,,825,,,,SuicGrp,SuicGrp,SP's Association with lifetime SA,,SA,Lifetime SA,no measure,Self-report,Categorical,Insomnia,Insomnia,Insomnia,K-CIDI,Interview,Categorical,yes,141,,,,,,,,,,,,1.09,0.56,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,238,2,2,2013,Jang,Community,Korea,Adolescent,Cross-sectional,,,825,,,,SuicGrp,SuicGrp,SP's Association with lifetime SA,,SA,Lifetime SA,no measure,Self-report,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,K-CIDI,Interview,Categorical,yes,141,,,,,,,,,,,,1.26,0.72,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,242,1,1,2010,Kasckow,Clinical,China,Adult,Psychological Autopsy,,,98,,,,CaseCtrl,CaseCtrl,symptoms at time of death (ctrl vs SD),,SD,Suicide Death,no measure,Medical Record,Categorical,Insomnia/Hypersomnia,Sleep disturbance,Sleep disturbance,no measure,Medical Record,Categorical,,,,,,,,,,,,,,,,,,,74,,,29.7,,,,,,,,,24,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,245,1,1,2004,Kelly,Clinical,China,Adult,Psychological Autopsy,,,97,,,,CaseCtrl,CaseCtrl,symptoms in people with SCZ who are dead,,SD,Suicide Death,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,no measure,Informant Report for SD; Interview for Ctrl,Categorical,,,,,,,,,,,,,,,,,,,15,,,47,,,,,,,,,82,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,257,1,1,2016,Li,Community,China,Adolescent,Cross-sectional,,,1529,,,,SuicGrp,SuicGrp,Association between SI and SA with sleep quality;higher scores=highe r sleep qual,,SI,SI,no measure,Self-report,Categorical,Sleep quality,Sleep quality,Sleep quality,Sleep Quality Scale,self-report,Continuous,,268,,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,258,4,1,2012,Li,Clinical,China,Adult,Prospective,4 years,,362,,44.6,81.8,SuicGrpvOthergrp,CaseOthergrp,SA in remitted MDD pt with and without sleep disturbances at follow-up,SuicGrp=withinsomnia; Othergr=no insomnia,SA,Lifetime SA,MINI,Interview,Categorical,Residual insomnia,Insomia,Insomia,no measure,self-report,Categorical,,,,,,,,,,,,,,,,,,,29,,,37.9,,,,,,,,,,,,,,,,,,,,121,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,258,4,2,2012,Li,Clinical,China,Adult,Prospective,4 years,,362,,44.6,81.8,SuicGrpvOthergrp,CaseOthergrp,SA in remitted MDD pt with and without sleep disturbances at follow-up,SuicGrp=withinsomnia; Othergr=no insomnia,SA,Lifetime SA,MINI,Interview,Categorical,Residual nightmares,Nightmares,Nightmares,no measure,self-report,Categorical,,,,,,,,,,,,,,,,,,,14,,,42.9,,,,,,,,,,,,,,,,,,,,136,,,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,258,4,3,2012,Li,Clinical,China,Adult,Prospective,4 years,,362,,44.6,81.8,SuicGrpvOthergrp,CaseOthergrp,SA in remitted MDD pt with and without sleep disturbances at follow-up,SuicGrp=withinsomnia; Othergr=no insomnia,SA,SA at follow-up,MINI,Interview,Categorical,Residual insomnia,Insomnia,Insomnia,no measure,self-report,Categorical,,,,,,,,,,,,,,,,,,,29,,,6.9,,,,,,,,,,,,,,,,,,,,121,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,258,4,4,2012,Li,Clinical,China,Adult,Prospective,4 years,,362,,44.6,81.8,SuicGrpvOthergrp,CaseOthergrp,SA in remitted MDD pt with and without sleep disturbances at follow-up,SuicGrp=withinsomnia; Othergr=no insomnia,SA,SA at follow-up,MINI,Interview,Categorical,Residual nightmares,Nightmares,Nightmares,no measure,self-report,Categorical,,,,,,,,,,,,,,,,,,,14,,,5,,,,,,,,,,,,,,,,,,,,136,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,259,2,1,2016,Littlewood,Clinical,UK,Adult,Cross-sectional,,,91,,28.87,27,SuicGrp,SuicGrp,Corr of sleep and suicide; insomnia predicting suic bx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Nightmares,Nightmares,Nightmares,Clinician Administered PTSD Scale for DSM-IV,Interview,Continuous?,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,259,2,2,2016,Littlewood,Clinical,UK,Adult,Cross-sectional,,,91,,28.87,27,SuicGrp,SuicGrp,Corr of sleep and suicide,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,Clinician Administered PTSD Scale for DSM-IV,Interview,Continuous?,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,261,1,1,2015,Liu,Clinical,China ,Adult,Cross-sectional,,,1318,,,,CaseCtrl,CaseCtrl,SI risk assoc w. comorbid fibromyalgia,Case: FM + SI; Ctrl: FM + No SI,SI,Lifetime SI ,no measure,Self-report,Categorical,Poor sleep quality,Sleep quality,Sleep quality,PSQI (> 5),self-report,Categorical,yes,,,,,,,,,,,,,,,,,,360,,,,,,2.1,,1.37,3.2,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,263,1,1,2000,Lyon,Clinical,USA,Adolescent,Cross-sectional,,,114,,,,CaseCtrl,CaseCtrl,Insomnia in case and ctrls,,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,Psychiatric Consult Checklst,Interview,Categorical,,,,,,,,,,,,,,,,,,,38,,,48.6,,,,,,,,,76,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,264,1,1,2010,Malfent,Community,Austria,Adult,Cross-sectional,,,129,,,,CaseCtrl,CaseCtrl,sleep disorder in case and ctrls,,SI,SI,no measure,Self-report,Categorical,Sleep disorder,Sleep disorder,Sleep disorder,Geriatric Depression Scale-GDS,self-report,Categorical,,,,,,,,,,,,,,,,,,,9,,,55.6,,,,,,,,,120,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,271,2,1,2014,Nadorff,Community,USA,Adult,Cross-sectional,,,375,,19.2,60,SuicGrp,SuicGrp,corr between SP/SI and sleep sx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,self-report,Continuous,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,271,2,2,2014,Nadorff,Community,USA,Adult,Cross-sectional,,,375,,19.2,60,SuicGrp,SuicGrp,corr between SP/SI and sleep sx,,SI,SI/SP,Suicidal Behaviors Questionnaire–Revised (SBQ-R ,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,self-report,Continuous,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,283,1,1,2016,Pien,Clinical ,Taiwan,Adult,Prospective,3 months,,51,,,68.6,SuicGrpvOthergrp,CaseOthergrp,M and SD in attempters (reattempted vs no),Case: reattempters; Othergrp: no reattempt,SA,SA,no measure,Medical Record?,Categorical,Sleep quality,Sleep quality,Sleep quality,PSQI,self-report,Continuous,,,,,,,,,,,,,,,,,,,16,14.47,2.87,,,,,,,,,,,,,,,,,,,,,36,11.17,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,286,2,1,2013,Pompili,Clinical ,,Adult,Cross-sectional,,,842,,45.66,56.2,SuicGrpvOthergrp,SuicGrp,Comparing SA in insomina grp vs no insomnia,Case: SA + insomnia; Other grp: SA + no insonia,SA,Lifetime SA,MINI?,Interview,Categorical,Insomnia diagnosis ,Insomnia,Insomnia,Athens Insomnia Scale ,Interview,Categorical,,264,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,286,2,2,2013,Pompili,Clinical ,,Adult,Cross-sectional,,,842,,45.66,56.2,SuicGrpvOthergrp,SuicGrp,Comparing SA in insomina grp vs no insomnia,Case: SA + insomnia; Other grp: SA + no insonia,SA,SA in past 24 hr,MINI?,Interview,Categorical,Insomnia diagnosis ,Insomnia,Insomnia,Athens Insomnia Scale ,Interview,Categorical,,264,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,292,3,1,2001,Schneider,Clinical ,Germany,Adult,Prospective,5 years,,280,,39.8,,CaseCtrl,CaseCtrl,baseline insomnia sx and relation to suicide at follow-up,,SD,Suicide Death,no measure,Medical Record?,Categorical,Initial Insomnia,Difficulty initiating sleep ,Insomnia,Hamilton Depression Rating Scale,self-report,Continuous,,,,,,,,,,,,,,,,,,,16,1.4,0.8,,,,,,,,,,262,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,292,3,2,2001,Schneider,Clinical ,Germany,Adult,Prospective,5 years,,280,,39.8,,CaseCtrl,CaseCtrl,baseline insomnia sx and relation to suicide at follow-up,,SD,Suicide Death,no measure,Medical Record?,Categorical,Middle Insomnia,Difficulty maintaining sleep ,Insomnia,Hamilton Depression Rating Scale,self-report,Continuous,,,,,,,,,,,,,,,,,,,16,1,0.9,,,,,,,,,,262,1.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,292,3,3,2001,Schneider,Clinical ,Germany,Adult,Prospective,5 years,,280,,39.8,,CaseCtrl,CaseCtrl,baseline insomnia sx and relation to suicide at follow-up,,SD,Suicide Death,no measure,Medical Record?,Categorical,Delayed insomnia,Early morning awakening,Insomnia,Hamilton Depression Rating Scale,self-report,Continuous,,,,,,,,,,,,,,,,,,,16,1.1,0.9,,,,,,,,,,262,1.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,303,1,1,2014,Strandheim,Community,,Adolescent,Prospective,5 years,,2399,,,,SuicGrp,SuicGrp,insomnia predicting SI at follow-up,,SI,SI,no measure,self-report,Categorical,Difficulty initiating sleep  (Baseline),Insomnia,Insomnia,no measure,self-report,Categorical,yes,408,,,,,,,,,,,,1.4,0.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,304,4,1,2013,Suh,Community,Korea,Adult,Cross-sectional,,,1282,,52.3,56,NoInvsSEIvsPI,SuicGrpOthergrp2,SI prevalence at each time point divided by insomnia grp,Suic Grp: No Insomnia + SI; Othergrp: Single Ep insomnia + SI; Othergrp2: Persistent Insomnia + SI,SI,SI,BDI-II,self-report,Categorical,Insomnia ,Insomnia ,Insomnia ,no measure,self-report,Categorical,,705,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,5.9,,,,,,,,304,12.8,,,,,,,,,,,,,,,,,,,,
646,304,4,2,2013,Suh,Community,Korea,Adult,Prospective,2 years,,1169,,,,NoInvsSEIvsPI,CaseCtrl,SI prevalence at each time point divided by insomnia grp,Suic Grp: No Insomnia + SI; Othergrp: Single Ep insomnia + SI; Othergrp2: Persistent Insomnia + SI,SI,SI,BDI-II,self-report,Categorical,Insomnia,Insomnia,Insomnia,no measure,self-report,Categorical,,705,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,7.8,,,,,,,,304,13.5,,,,,,,,,,,,,,,,,,,,
647,304,4,3,2013,Suh,Community,Korea,Adult,Prospective,4 years,,1151,,,,NoInvsSEIvsPI,SuicGrpOthergrp2,SI prevalence at each time point divided by insomnia grp,Suic Grp: No Insomnia + SI; Othergrp: Single Ep insomnia + SI; Othergrp2: Persistent Insomnia + SI,SI,SI,BDI-II,self-report,Categorical,Insomnia,Insomnia,Insomnia,no measure,self-report,Categorical,,705,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,7.6,,,,,,,,304,12.5,,,,,,,,,,,,,,,,,,,,
648,304,4,4,2013,Suh,Community,Korea,Adult,Prospective,6 years,,1089,,,,NoInvsSEIvsPI,SuicGrpOthergrp2,SI prevalence at each time point divided by insomnia grp,Suic Grp: No Insomnia + SI; Othergrp: Single Ep insomnia + SI; Othergrp2: Persistent Insomnia + SI,SI,SI,BDI-II,self-report,Categorical,Insomnia,Insomnia,Insomnia,no measure,self-report,Categorical,,705,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,12.8,,,,,,,,304,15,,,,,,,,,,,,,,,,,,,,
649,305,4,1,2015,Sun,Community,China,Adolescent Adult,Psychological Autopsy,,,804,,,51.3,CaseCtrl,CaseCtrl,Insomnia in case and ctrls,,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty initiating sleep ,Difficulty initiating sleep ,Insomnia,Hamilton Depression Rating Scale,Informant Report for SD; Self-report for Ctrl,Categorical,,,,,,,,,,,,,,,,,,,388,,,28.1,,,,,,,,,416,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,305,4,2,2015,Sun,Community,China,Adolescent Adult,Psychological Autopsy,,,804,,,51.3,CaseCtrl,CaseCtrl,Insomnia in case and ctrls,,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty maintaining sleep ,Difficulty maintaining sleep ,Insomnia,Hamilton Depression Rating Scale,Informant Report for SD; Self-report for Ctrl,Categorical,,,,,,,,,,,,,,,,,,,388,,,21.9,,,,,,,,,416,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,305,4,3,2015,Sun,Community,China,Adolescent Adult,Psychological Autopsy,,,804,,,51.3,CaseCtrl,CaseCtrl,Insomnia in case and ctrls,,SD,Suicide Death,no measure,Medical Record,Categorical,Early morning awakening,Early morning awakening,Insomnia,Hamilton Depression Rating Scale,Informant Report for SD; Self-report for Ctrl,Categorical,,,,,,,,,,,,,,,,,,,388,,,20.6,,,,,,,,,416,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,305,4,4,2015,Sun,Community,China,Adolescent Adult,Psychological Autopsy,,,804,,,51.3,CaseCtrl,CaseCtrl,Insomnia in case and ctrls,,SD,Suicide Death,no measure,Medical Record,Categorical,Any insomnia symptom,Insomnia,Insomnia,Hamilton Depression Rating Scale,Informant Report for SD; Self-report for Ctrl,Categorical,,,,,,,,,,,,,,,,,,,388,,,33.2,,,,,,,,,416,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,307,1,1,2013,Takeuchi,Community,Japan,Adult,Cross-sectional,,,1266,,,12.11,SuicGrp,SuicGrp,association of MDD sx with SI,,SI,SI,no measure,Interview,Categorical,Insomnia,Insomnia,Insomnia,SCID?,Interview,Categorical,yes,34,,,,,,,,,,,,1.8,0.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,308,1,1,2016,Tang,Clinical,Taiwan,Adult,Cross-sectional,,,2423,,,,CaseCtrl,CaseCtrl,SA by OD compared to ctrl pt without SA by OSD,,SA,SA,no measure,Medical Record,Categorical,Insomnia,Insomnia,Insomnia,no measure,Medical Record,Categorical,yes ,,,,,,,,,,,,,,,,,,486,,,,,,2.71,,1.73,4.25,,,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,311,1,1,2007,Wallander,Community,Spain,Adult,Cross-sectional,,,12437,,,,CaseCtrl,CaseCtrl,SD in sleep disorder vs not group,,SD,Suicide Death,no measure,Medical Record,Categorical,Sleep disorder,Sleep disorder,Sleep disorder,no measure,Medical Record,Categorical,,,,,,,,,,,,,,,,,,,379,,,4.2,,,,,,,,,157,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,27,3,1,2014,Chakravorty,Military,USA,Adolescent,Cross-sectional,,,161,,,,SuicGrp,SuicGrp,suicidal ideation symptoms over the last year (on the Paykel Scale) across the sleep duration categories. ,,SI,Past year SI,Paykel Scale,self-report,Categorical,Sleep duration: Short Long  and Normal ,Sleep duration,Sleep duration,no measure,self-report,Categorical,,33,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,27,3,2,2014,Chakravorty,Military,USA,Adolescent,Cross-sectional,,,161,,,,SuicGrp,SuicGrp,suicidal ideation symptoms over the last year (on the Paykel Scale) across the sleep duration categories. ,,SI, Past year SI/SP,Paykel Scale,self-report,Categorical,Sleep duration: Short Long  and Normal ,Sleep duration,Sleep duration,no measure,self-report,Categorical,,20,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,27,3,3,2014,Chakravorty,Military,USA,Adolescent,Cross-sectional,,,161,,,,SuicGrp,SuicGrp,suicidal ideation symptoms over the last year (on the Paykel Scale) across the sleep duration categories. ,,SA,Past year SA,Paykel Scale,self-report,Categorical,Sleep duration: Short Long  and Normal ,Sleep duration,Sleep duration,no measure,self-report,Categorical,,5,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,115,6,1,2008,Nrugham,Community,USA,Adolescent,Prospective,7 years,,265,,,,SuicGrp,SuicGrp,depressive dx by 15 as predictors of SA at 15-20 years,,SA,SA at follow-up,", Younf in Norway Survey",Interview,Categorical,Initial Insomnia,Difficulty initiating sleep ,Insomnia,KSADS-PL,Interview,Categorical,,36,,,,,,,,,,,,3.3,1.5,7,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,115,6,2,2008,Nrugham,Community,USA,Adolescent,Prospective,7 years,,265,,,,SuicGrp,SuicGrp,depressive dx by 15 as predictors of SA at 15-20 years,,SA,SA at follow-up,", Younf in Norway Survey",Interview,Categorical,Middle Insomnia,Insomnia,Insomnia,KSADS-PL,Interview,Categorical,,,,,,,,,,,,,,0.8,0.1,3.7,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,115,6,3,2008,Nrugham,Community,USA,Adolescent,Prospective,7 years,,265,,,,SuicGrp,SuicGrp,depressive dx by 15 as predictors of SA at 15-20 years,,SA,SA at follow-up,", Younf in Norway Survey",Interview,Categorical,Terminal Insomnia,Difficulty maintaining sleep ,Insomnia,KSADS-PL,Interview,Categorical,,,,,,,,,,,,,,0.4,0.06,3.5,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,115,6,4,2008,Nrugham,Community,USA,Adolescent,Prospective,7 years,,265,,,,SuicGrp,SuicGrp,depressive dx by 15 as predictors of SA at 15-20 years,,SA,SA at follow-up,", Younf in Norway Survey",Interview,Categorical,Circadian reversal,Insomnia,Insomnia,KSADS-PL,Interview,Categorical,,,,,,,,,,,,,,2.6,0.9,6.9,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,115,6,5,2008,Nrugham,Community,USA,Adolescent,Prospective,7 years,,265,,,,SuicGrp,SuicGrp,depressive dx by 15 as predictors of SA at 15-20 years,,SA,SA at follow-up,", Younf in Norway Survey",Interview,Categorical,Non-restorative sleep,Non-restorative sleep,Non-restorative sleep,KSADS-PL,Interview,Categorical,,,,,,,,,,,,,,2,0.9,4.4,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,115,6,6,2008,Nrugham,Community,USA,Adolescent,Prospective,7 years,,265,,,,SuicGrp,SuicGrp,depressive dx by 15 as predictors of SA at 15-20 years,,SA,SA at follow-up,", Younf in Norway Survey",Interview,Categorical,Hypersomnia,Hypersomnia,Hypersomnia,KSADS-PL,Interview,Categorical,,,,,,,,,,,,,,4.1,1.5,10.8,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,141,4,1,2010,Sjostrom,Clinical (Attempters),Sweden,Adult,Prospective,2 months,,98,,,,CaseCtrl,CaseCtrl,no,,SA,SA at follow-up,Unknown,Unknown,Categorical,Difficulty initiating sleep ,Difficulty initiating sleep ,Insomnia,Uppsala Sleep Inventory,Self-report,Categorical,,,,,,,,,,,,,,,,,,,28,,,37,,,1.92,,0.73,5,,,70,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
